Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DNA Metabolic Process (GO:0006259)	1/288	0.3623619217632499	0.37421026797894197	0	0	2.2859465737514517	2.3204913017086968	TCF7L2
Gene Expression (GO:0010467)	1/296	0.370341531790178	0.3813953642967503	0	0	2.223050847457627	2.2082222984700066	HNRNPD
Regulation Of Intracellular Signal Transduction (GO:1902531)	1/297	0.37133216207256164	0.3813953642967503	0	0	2.215427927927928	2.1947320678912816	EGFR
Cellular Response To Cytokine Stimulus (GO:0071345)	1/308	0.38213003116977123	0.3914250859820089	0	0	2.13485342019544	2.0537168910842936	EGR1
Protein Transport (GO:0015031)	1/313	0.3869786137511901	0.39532316606927503	0	0	2.1001068376068375	1.9938117132308342	IL10RA
Positive Regulation Of Cytokine Production (GO:0001819)	1/320	0.39370481545758024	0.40111323940436266	0	0	2.053291536050157	1.913983610133064	EGR1
Negative Regulation Of Gene Expression (GO:0010629)	1/336	0.40881188352327347	0.41538794599281675	0	0	1.9536318407960198	1.7475240161147811	PPP2CB
Protein Localization (GO:0008104)	1/351	0.42264348976287464	0.42829380379713766	0	0	1.8684761904761904	1.6091807784305612	EGFR
Positive Regulation Of Protein Phosphorylation (GO:0001934)	1/377	0.44587983144358406	0.45063588297898227	0	0	1.736968085106383	1.4029591958723866	EGFR
Negative Regulation Of Programmed Cell Death (GO:0043069)	1/381	0.4493733512931745	0.45295877696838605	0	0	1.7183333333333333	1.3744969286727469	EGFR
Phosphorylation (GO:0016310)	1/429	0.48966815795598617	0.49226586701676067	0	0	1.5218847352024922	1.0866673183361601	LIMD1
Negative Regulation Of Apoptotic Process (GO:0043066)	1/482	0.5308454822231412	0.5322498353507156	0	0	1.3505197505197506	0.8552629467641872	EGFR
Protein Phosphorylation (GO:0006468)	1/500	0.5440842428987314	0.5440842428987314	0	0	1.3006012024048097	0.791612464156124	EGFR
